"artist","track","stream"
"Carin Leon","El Tóxico","275938206"
"Carin Leon","Tu - Live","228555708"
"Carin Leon","El Amor De Tu Vida","148554388"
"Carin Leon","La Boda Del Huitlacoche - Live","104759658"
"Carla Morrison","Disfruto","217999853"
"Carla Morrison","Te Regalo","194596933"
"Carla Morrison","Eres Tú","153771619"
"Carla Morrison","Déjenme Llorar","118892800"
"Carla Morrison","Hasta la Piel","84675942"
"Carlos Baute","Colgando en tus manos (con Marta Sánchez)","383896148"
"Carlos Baute","Ando buscando (feat. Piso 21)","132784156"
"Carlos Baute","Amor y dolor","102063900"
"Carlos Baute","Te regalo","59694205"
"Carlos Baute","Resistiré","42652491"
"Carlos Rivera","Que Lo Nuestro Se Quede Nuestro","223227803"
"Carlos Rivera","¿Cómo Pagarte?","171007432"
"Carlos Rivera","Me Muero","150333470"
"Carlos Rivera","Te Esperaba","136809230"
"Carlos Rivera","100 Años","108239027"
"Carlos Vives","La Bicicleta","590226732"
"Carlos Vives","Robarte un Beso","541381598"
"Carlos Vives","Nota de Amor (feat. Daddy Yankee)","186724705"
"Carlos Vives","Canción Bonita","173023885"
"Carlos Vives","El Ultimo Adiós - Varios Artistas Version","169769959"
"Carly Rae Jepsen","Call Me Maybe","971751557"
"Carly Rae Jepsen","Good Time","450283834"
"Carly Rae Jepsen","I Really Like You","432969605"
"Carly Rae Jepsen","Run Away With Me","146536580"
"Carly Rae Jepsen","Cut To The Feeling","126829167"
"Carly Simon","You're so Vain","352797467"
"Carly Simon","Coming Around Again","99926514"
"Carly Simon","Nobody Does It Better","53343802"
"Carly Simon","Mockingbird","10637181"
"Carly Simon","All The Things You Are","9640085"
"Carpenters","(They Long To Be) Close To You","139409141"
"Carpenters","Top Of The World","107403116"
"Carpenters","Merry Christmas Darling - Remix","104192822"
"Carpenters","Yesterday Once More","99597112"
"Carpenters","Sleigh Ride","90089063"
"Carrie Underwood","Before He Cheats","400928668"
"Carrie Underwood","Church Bells","132418313"
"Carrie Underwood","Blown Away","122522411"
"Carrie Underwood","If I Didn't Love You","100704547"
"Carrie Underwood","Jesus, Take the Wheel","82396154"
"Cartel De Santa","Si Te Vienen a Contar","217991254"
"Cartel De Santa","Leve","216342910"
"Cartel De Santa","Todas Mueren por Mí","185325707"
"Cartel De Santa","Bombos y Tarolas","175771732"
"Cartel De Santa","Los Mensajes del Whatsapp","156623438"
"Cascada","Evacuate The Dancefloor - Radio Edit",NULL
"Cascada","Everytime We Touch",NULL
"Cascada","Everytime We Touch - Hardwell & Maurice West Remix","71478666"
"Cascada","Bad Boy","42190812"
"Cascada","Everytime We Touch - Yanou's Candlelight Mix","26979809"
"Cássia Eller","Relicário - Ao Vivo","97388765"
"Cássia Eller","Por Enquanto - Ao Vivo","88922714"
"Cássia Eller","O Segundo Sol - Ao Vivo","82116481"
"Cássia Eller","Palavras Ao Vento","53979429"
"Cássia Eller","Malandragem - Ao Vivo","45879748"
"Cassie","Time (feat. Cassie)",NULL
"Cassie","Me & U (feat. Diddy & Yung Joc) - Remix",NULL
"Cassie","Me & U","309624980"
"Cassie","Long Way 2 Go","96902092"
"Cassie","The Boys","36562887"
"Casting Crowns","Who Am I","91080269"
"Casting Crowns","Nobody (feat. Matthew West)","78702459"
"Casting Crowns","Just Be Held","54629429"
"Casting Crowns","Oh My Soul","47178762"
"Casting Crowns","Praise You In This Storm","46761392"
"Cavetown","Devil Town","299662855"
"Cavetown","This Is Home","252307812"
"Cavetown","Boys Will Be Bugs","233752119"
"Cavetown","Juliet","196325861"
"Cavetown","Lemon Boy","140740334"
"Cazzu","Loca","183172334"
"Cazzu","Nada","146276255"
"Cazzu","Mucha Data","66242415"
"Cazzu","Cazzu: Bzrp Music Sessions, Vol. 32","55687588"
"Cazzu","Maléfica","36661106"
"Cedric Gervais","Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix","560385824"
"Cedric Gervais","Would I Lie to You - Radio Edit","172112148"
"Cedric Gervais","Say My Name (feat. Zyra) - Remix Edit","32610308"
"Cedric Gervais","Everybody Dance","21943104"
"Cedric Gervais","Touch The Sky","14396796"
"CeeLo Green","Mary, Did You Know?",NULL
"CeeLo Green","Fuck You","318903968"
"CeeLo Green","Forget You","148900381"
"CeeLo Green","Bright Lights Bigger City","38614762"
"CeeLo Green","Kung Fu Fighting","29391068"
"Celia Cruz","El Ultimo Adiós - Varios Artistas Version","169769959"
"Celia Cruz","La Vida Es Un Carnaval","164271709"
"Celia Cruz","La Negra Tiene Tumbao","68231856"
"Celia Cruz","Quimbara","62121476"
"Celia Cruz","Te Busco","17769303"
"Céline Dion","My Heart Will Go On - Love Theme from ""Titanic""","430022654"
"Céline Dion","Because You Loved Me (Theme from ""Up Close and Personal"")","321960786"
"Céline Dion","It's All Coming Back to Me Now","186296154"
"Céline Dion","The Power of Love","144288864"
"Céline Dion","I'm Alive","125056078"
"Cem Adrian","Kül","68341280"
"Cem Adrian","Sen Benim Şarkılarımsın","62921779"
"Cem Adrian","Derinlerde","31061090"
"Cem Adrian","Ben Seni Çok Sevdim","28706917"
"Cem Adrian","Beni Hatırladın mı","20616451"
"Central Cee","Doja","333039487"
"Central Cee","Loading","247656028"
"Central Cee","Obsessed With You","213944257"
"Central Cee","Day in the Life","151987883"
"Central Cee","LET GO","126735336"
"Chalino Sanchez","Nieves De Enero","152470792"
"Chalino Sanchez","Alma Enamorada","110585370"
"Chalino Sanchez","Los Chismes","65384983"
"Chalino Sanchez","Prenda Del Alma","55860414"
"Chalino Sanchez","El Crimen De Culiacán","50782267"
"Chance the Rapper","Holy (feat. Chance The Rapper)","694298625"
"Chance the Rapper","All My Friends (feat. Tinashe & Chance the Rapper)","562271765"
"Chance the Rapper","No Problem (feat. Lil Wayne & 2 Chainz)","470681037"
"Chance the Rapper","Cross Me (feat. Chance the Rapper & PnB Rock)","371025581"
"Chance the Rapper","Juke Jam (feat. Justin Bieber & Towkio)","277649769"
"Charles Ans","Canela","132854517"
"Charles Ans","Si Nunca Va a Amanecer","68787653"
"Charles Ans","Los No Tan Tristes","48843290"
"Charles Ans","Aquí Todo Esta Bien","41617874"
"Charles Ans","Esta Noche","33652823"
"Charles Aznavour","La bohème","83529310"
"Charles Aznavour","Emmenez-moi","58685814"
"Charles Aznavour","Hier encore","52103145"
"Charles Aznavour","She (Tous Les Visages De L’Amour)","50967374"
"Charles Aznavour","For Me Formidable","40497422"
"Charli XCX","OUT OUT (feat. Charli XCX & Saweetie)","370232540"
"Charli XCX","Dream Glow (BTS World Original Soundtrack) - Pt. 1","132795894"
"Charli XCX","Hot In It","117679131"
"Charli XCX","Good Ones","84014742"
"Charli XCX","Unlock it (Lock It) - feat. Kim Petras and Jay Park","79771339"
"Charlie Brown Jr.","Pontes Indestrutiveis - Ao Vivo",NULL
"Charlie Brown Jr.","Só os Loucos Sabem","141560691"
"Charlie Brown Jr.","Dias De Luta, Dias De Gloria","136198884"
"Charlie Brown Jr.","Ela Vai Voltar (Todos Os Defeitos De Uma Mulher Perfeita)","116468733"
"Charlie Brown Jr.","Zóio De Lula","115181228"
"Charlie Puth","See You Again (feat. Charlie Puth)","1521254554"
"Charlie Puth","We Don't Talk Anymore (feat. Selena Gomez)","1468031758"
"Charlie Puth","Attention","1453272135"
"Charlie Puth","One Call Away","696944617"
"Charlie Puth","How Long","587663055"
"Charly García","Nos Siguen Pegando Abajo","65087568"
"Charly García","No Voy en Tren","45951218"
"Charly García","Hablando a Tu Corazón","42154673"
"Charly García","Tu Amor","39272702"
"Charly García","Demoliendo Hoteles","38156056"
"Chase Atlantic","Swim","404531326"
"Chase Atlantic","Friends","397698027"
"Chase Atlantic","Into It","275509246"
"Chase Atlantic","Slow Down","176791936"
"Chase Atlantic","Consume (feat. Goon Des Garcons)","94434769"
"Chayanne","Dejaría Todo","185457245"
"Chayanne","Humanos a Marte","181228175"
"Chayanne","El Ultimo Adiós - Varios Artistas Version","169769959"
"Chayanne","Un Siglo Sin Ti","141498115"
"Chayanne","Madre Tierra (Oye)","134391079"
"Cheat Codes","Pretty Girl - Cheat Codes X CADE Remix","853871612"
"Cheat Codes","No Promises (feat. Demi Lovato)","640755393"
"Cheat Codes","South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix","76529368"
"Cheat Codes","Lean On Me","75326866"
"Cheat Codes","Never Love You Again","61919008"
"Chelsea Cutler","you were good to me","482695916"
"Chelsea Cutler","this is how you fall in love","192732774"
"Chelsea Cutler","better off","164710770"
"Chelsea Cutler","Your Shirt","145929761"
"Chelsea Cutler","Flare Guns","143716007"
"Chencho Corleone","Me Porto Bonito","1126562780"
"Chencho Corleone","Desesperados","666769363"
"Chencho Corleone","Hola - Remix","578515462"
"Chencho Corleone","Una Locura","491471865"
"Chencho Corleone","El Efecto","419781623"
"Cher","Believe","442534295"
"Cher","If I Could Turn Back Time","232803655"
"Cher","The Shoop Shoop Song (It's In His Kiss)","111013987"
"Cher","Strong Enough","98357745"
"Cher","Walking in Memphis","81237570"
"Cherish","Do It To It","61664705"
"Cherish","Unappreciated","16438496"
"Cherish","Killa","15944660"
"Cherish","Moment In Time","3111137"
"Cherish","Amnesia","2341233"
"Chet Baker","I Fall In Love Too Easily","88007244"
"Chet Baker","My Funny Valentine","64927999"
"Chet Baker","Autumn Leaves","58438420"
"Chet Baker","It's Always You - Vocal Version","52963093"
"Chet Baker","I Get Along Without You Very Well (Except Sometimes) - Vocal Version","40361101"
"Chevelle","The Red","191892161"
"Chevelle","Send the Pain Below","88970580"
"Chevelle","Face to the Floor","61066933"
"Chevelle","Vitamin R (Leading Us Along)","36249819"
"Chevelle","Jars","30220885"
"Chicago","Hard to Say I'm Sorry - 2009 Remaster",NULL
"Chicago","If You Leave Me Now","322693579"
"Chicago","You're the Inspiration - 2006 Remaster","263263996"
"Chicago","Hard to Say I'm Sorry / Get Away - 2006 Remaster","179204379"
"Chicago","25 or 6 to 4 - 2002 Remaster","93536322"
"Chief Keef","Don't Like.1",NULL
"Chief Keef","Love Sosa","491359703"
"Chief Keef","Hate Bein' Sober","230039009"
"Chief Keef","I Don't Like","187990121"
"Chief Keef","Faneto","134910656"
"Childish Gambino","Redbone","1289058411"
"Childish Gambino","3005","642553236"
"Childish Gambino","This Is America","539202674"
"Childish Gambino","Sober","378226848"
"Childish Gambino","IV. Sweatpants","368173536"
"Chill Fruits Music","I'm Yours","51491441"
"Chill Fruits Music","Yellow","43286718"
"Chill Fruits Music","Gangsta's Paradise","26151549"
"Chill Fruits Music","Stan","24953041"
"Chill Fruits Music","Night Trouble","20371761"
"Chinmayi","Mast Magan (From ""2 States"")","79116330"
"Chinmayi","Tere Bina","47727856"
"Chinmayi","Main Rang Sharbaton Ka","41740843"
"Chinmayi","Vaarayo Vaarayo","24857203"
"Chinmayi","Anbil Avan","16564970"
"Chitãozinho & Xororó","60 Dias Apaixonado",NULL
"Chitãozinho & Xororó","Sinônimos","70573974"
"Chitãozinho & Xororó","Evidências","56631851"
"Chitãozinho & Xororó","Dormi Na Praça - Ao Vivo","30771216"
"Chitãozinho & Xororó","Fio de Cabelo","26848661"
"Chris Brown","No Guidance (feat. Drake)","866702211"
"Chris Brown","Under The Influence","646937556"
"Chris Brown","Go Crazy","581510489"
"Chris Brown","Nostálgico","381634599"
"Chris Brown","Forever","349456576"
"Chris Isaak","Wicked Game","394548991"
"Chris Isaak","Baby Did A Bad Bad Thing","32537942"
"Chris Isaak","Blue Hotel","22029829"
"Chris Isaak","San Francisco Days","20407957"
"Chris Isaak","Somebody's Crying","11937263"
"Chris Lake","Boneless","132450091"
"Chris Lake","Delirious (Boneless) (feat. Kid Ink)","124264403"
"Chris Lake","Turn off the Lights","114035141"
"Chris Lake","How Deep Is Your Love - Chris Lake Remix","65606889"
"Chris Lake","Deceiver","31463175"
"Chris Rea","Driving Home for Christmas",NULL
"Chris Rea","And You My Love",NULL
"Chris Rea","The Road to Hell Part 2",NULL
"Chris Rea","Josephine","20952335"
"Chris Rea","Looking for the Summer","20398820"
"Chris Stapleton","Tennessee Whiskey","637878175"
"Chris Stapleton","Broken Halos","229522897"
"Chris Stapleton","Parachute","216589343"
"Chris Stapleton","Starting Over","175928011"
"Chris Stapleton","You Should Probably Leave","165858360"
"Chris Tomlin","Good Good Father","154037673"
"Chris Tomlin","Our God","98944890"
"Chris Tomlin","How Great Is Our God","82424075"
"Chris Tomlin","Amazing Grace (My Chains Are Gone)","72376065"
"Chris Tomlin","Whom Shall I Fear (God Of Angel Armies)","53436813"
"Chris Young","I'm Comin' Over","216294092"
"Chris Young","Think of You","145885914"
"Chris Young","Famous Friends","125989578"
"Chris Young","Tomorrow","94827093"
"Chris Young","Aw Naw","90504983"
"Christian Chávez","Sálvame","156878055"
"Christian Chávez","Sólo Quédate En Silencio","88563370"
"Christian Chávez","Este Corazón","69778344"
"Christian Chávez","Tras De Mí","55416538"
"Christian Chávez","Ser O Parecer","47353906"
"Christian Nodal","Botella Tras Botella","478748799"
"Christian Nodal","Adiós Amor","472610393"
"Christian Nodal","De Los Besos Que Te Di","360996909"
"Christian Nodal","Aquí Abajo","297585871"
"Christian Nodal","La Mitad","266678074"
"Christian Rode","Kapitel 3.3 - Sindbad der Seefahrer",NULL
"Christian Rode","Kapitel 1.1 - Sindbad der Seefahrer",NULL
"Christian Rode","Kapitel 2.2 - Sindbad der Seefahrer",NULL
"Christian Rode","Kapitel 1.4 & Kapitel 2.1 - Sindbad der Seefahrer",NULL
"Christian Rode","Kapitel 2.4 & Kapitel 3.1 - Sindbad der Seefahrer",NULL
"Christina Aguilera","Say Something","926130037"
"Christina Aguilera","Feel This Moment (feat. Christina Aguilera)","481224452"
"Christina Aguilera","Lady Marmalade - Single Edit","334689122"
"Christina Aguilera","Genie In a Bottle","285315583"
"Christina Aguilera","Beautiful","271955400"
"Christina Perri","A Thousand Years","1261326446"
"Christina Perri","Jar of Hearts","444175576"
"Christina Perri","human","387872461"
"Christina Perri","arms","102283120"
"Christina Perri","A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack","99392548"
"Christopher Cross","The Light Is On",NULL
"Christopher Cross","I Really Don't Know Anymore",NULL
"Christopher Cross","Arthur's Theme (Best That You Can Do)","163562774"
"Christopher Cross","Sailing","162344280"
"Christopher Cross","Ride Like the Wind","102221271"
"Christopher von Uckermann","Siempre He Estado Aquí","19997157"
"Christopher von Uckermann","Sutil Universo","1046151"
"Christopher von Uckermann","Sinfonía","612072"
"Christopher von Uckermann","Vivir Soñando","330077"
"Christopher von Uckermann","Light Up the World Tonight","318903"
"Chuck Berry","Johnny B. Goode","360821701"
"Chuck Berry","Run Rudolph Run","244075479"
"Chuck Berry","You Never Can Tell","190093048"
"Chuck Berry","No Particular Place To Go","79570866"
"Chuck Berry","Roll Over Beethoven","52615577"
"Ciara","One, Two Step (feat. Missy Elliott)","413777209"
"Ciara","Level Up","204419667"
"Ciara","Body Party","157592682"
"Ciara","Goodies (feat. Petey Pablo)","137417124"
"Ciara","Like a Boy","115829820"
"Cigarettes After Sex","Apocalypse","630780271"
"Cigarettes After Sex","K.","299451216"
"Cigarettes After Sex","Sunsetz","261713059"
"Cigarettes After Sex","Nothing's Gonna Hurt You Baby","216506987"
"Cigarettes After Sex","Sweet","187903407"
"City Girls","Act Up","252507820"
"City Girls","Twerk (feat. Cardi B)","168085686"
"City Girls","Pussy Talk","111204411"
"City Girls","Said Sum (feat. City Girls & DaBaby) - Remix","103827331"
"City Girls","Ex For A Reason (with JT from City Girls)","62580633"
"CKay","love nwantiti (ah ah ah)","633128188"
"CKay","love nwantiti (feat. Dj Yo! & AX'EL) - Remix","491780587"
"CKay","emiliana","145894161"
"CKay","love nwantiti (feat. ElGrande Toto) - North African Remix","131759981"
"CKay","love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix]","44705204"
"Clairo","Sofia","518264885"
"Clairo","Pretty Girl","372675024"
"Clairo","Bubble Gum","332692745"
"Clairo","Flaming Hot Cheetos","304990293"
"Clairo","4EVER","191844554"
"Claptone","No Eyes - Radio Edit","96622347"
"Claptone","Heartbeat","78316137"
"Claptone","Liquid Spirit - Claptone Remix","62563413"
"Claptone","Before I Lose My Mind","36244156"
"Claptone","Under the Moon","27297321"
"Claude Debussy","Clair de Lune, L. 32","93461661"
"Claude Debussy","Suite Bergamasque, L. 75: III. Clair de lune (Andante très expressif)","66137762"
"Claude Debussy","Suite bergamasque, L. 75: III. Clair de lune","63536557"
"Claude Debussy","Rêverie, L. 68: Rêverie","51210863"
"Claude Debussy","Suite bergamasque, L. 75: Clair de lune","44802930"
"Claudio Abbado","21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in G Minor. Allegro (Orch. Schmeling)","39575743"
"Claudio Abbado","Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio","20932151"
"Claudio Abbado","Requiem in D Minor, K. 626: 3. Sequentia: Lacrimosa - Live","9930101"
"Claudio Abbado","The Nutcracker Suite, Op. 71a, TH 35: IIb. Danses caractéristiques. Danse de la fée dragée","8170111"
"Claudio Abbado","Die Zauberflöte, K. 620 / Act II: ""Der Hölle Rache kocht in meinem Herzen""","8134201"
"Clayton & Romário","Água Nos Zói - Ao Vivo","85639987"
"Clayton & Romário","Ai Eu Chorei - Ao Vivo","52427272"
"Clayton & Romário","Problemão - Ao Vivo","21005706"
"Clayton & Romário","Pingaiada - Ao Vivo","15112957"
"Clayton & Romário","O Grau Bateu - Ao Vivo","10304095"
"Clean Bandit","Rockabye (feat. Sean Paul & Anne-Marie)","1312649614"
"Clean Bandit","Symphony (feat. Zara Larsson)","1220003456"
"Clean Bandit","Rather Be (feat. Jess Glynne)","1096645997"
"Clean Bandit","Solo (feat. Demi Lovato)","955120289"
"Clean Bandit","I Miss You (feat. Julia Michaels)","605634827"
"CoComelon","Wheels on the Bus","83434355"
"CoComelon","Baa Baa Black Sheep","46554351"
"CoComelon","Rock-a-Bye Baby","42671456"
"CoComelon","Itsy Bitsy Spider","39785376"
"CoComelon","Twinkle Twinkle Little Star","36916835"
"Cocteau Twins","Cherry-coloured Funk","75947814"
"Cocteau Twins","Heaven or Las Vegas","43775927"
"Cocteau Twins","Sea, Swallow Me","43445175"
"Cocteau Twins","Lorelei","18237094"
"Cocteau Twins","Pearly-Dewdrops' Drops - 7"" Version","16696559"
"Código FN","Miami Vibe","114096496"
"Código FN","Soy El Ratón","67963894"
"Código FN","Ando Bien Al Tiro","34666797"
"Código FN","Billetes Verdes","24895114"
"Código FN","El Trébol de la Suerte","14219465"
"Cody Johnson","'Til You Can't","137178250"
"Cody Johnson","Me and My Kind","122541872"
